customer_id,address_surragate_id,first_name,last_name,gender,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,property_valuation
2127,2127,Wanids,Baudet,Female,1974-02-15,Web Designer I,Manufacturing,Mass Customer,N,No,8
2128,2128,Gregorius,Cockram,Male,1976-09-25,Data Coordiator,Property,Affluent Customer,N,Yes,9
2129,2129,Barron,Waszkiewicz,Male,1980-10-07,Electrical Engineer,Manufacturing,High Net Worth,N,No,1
2130,2130,Evangelina,Coxhell,Female,1990-01-01,Structural Engineer,Property,High Net Worth,N,Yes,3
2131,2131,Nettle,Painter,Female,1971-03-21,Payment Adjustment Coordinator,,Mass Customer,N,Yes,12
2132,2132,Davina,Dougary,Female,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,N,Yes,9
2133,2133,Clarissa,Blaisdale,Female,1998-01-20,General Manager,Financial Services,High Net Worth,N,No,9
2134,2134,Crosby,Ruoff,Male,2000-02-21,Nurse,Manufacturing,Affluent Customer,N,No,8
2135,2135,Teador,Laurant,Male,1980-09-18,Structural Engineer,,Mass Customer,N,Yes,7
2136,2136,Heather,Golsworthy,Female,1965-07-12,Office Assistant I,Health,High Net Worth,N,Yes,1
2137,2137,Renie,,Female,1971-06-22,Chemical Engineer,Manufacturing,Affluent Customer,N,No,10
2138,2138,Jonell,Gon,Female,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,N,No,3
2139,2139,Carolina,Brands,Female,1982-02-06,Accountant II,IT,Affluent Customer,N,Yes,8
2140,2140,Hilario,Ramsdell,Male,1976-09-30,Help Desk Operator,Telecommunications,High Net Worth,N,No,4
2141,2141,Georgie,Bruggen,Female,1964-08-21,Programmer I,Financial Services,High Net Worth,N,Yes,8
2142,2142,Marti,McComish,Female,1979-07-02,Biostatistician IV,,Affluent Customer,N,No,10
2143,2143,Napoleon,Terron,Male,1963-12-23,Business Systems Development Analyst,,High Net Worth,N,Yes,8
2144,2144,Maureene,Kingstne,Female,1978-04-11,Office Assistant IV,Property,Mass Customer,N,Yes,6
2145,2145,Adrea,Quittonden,Female,1959-11-11,Librarian,Entertainment,Affluent Customer,N,Yes,10
2146,2146,Timmie,Lenden,Male,1967-01-25,,,Mass Customer,N,No,7
2147,2147,Franzen,Kielty,Male,1998-11-04,Engineer IV,,High Net Worth,N,Yes,3
2148,2148,Annis,Freeth,Female,1989-03-20,Engineer I,Manufacturing,Mass Customer,N,Yes,10
2149,2149,Lana,Druce,Female,1978-05-19,Professor,,High Net Worth,N,No,5
2150,2150,Huntlee,Pashba,Male,1959-09-05,,Retail,Affluent Customer,N,Yes,9
2151,2151,Herrick,Gammett,Male,1986-10-23,,Entertainment,Affluent Customer,N,No,3
2152,2152,Junina,Labone,Female,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,N,Yes,1
2153,2153,Jimmy,,Male,1986-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,8
2154,2154,Bird,Bolf,Female,1980-01-08,Chemical Engineer,Manufacturing,High Net Worth,N,No,9
2155,2155,Fayth,Millions,Female,1964-01-09,Data Coordiator,,Mass Customer,N,No,4
2156,2156,Darill,Mowday,Male,1977-04-08,Desktop Support Technician,Retail,Mass Customer,N,Yes,8
2157,2157,Alidia,Petyankin,Female,1978-01-30,Community Outreach Specialist,Property,Mass Customer,N,No,10
2158,2158,Caesar,Begbie,Male,1960-12-18,Physical Therapy Assistant,Entertainment,Mass Customer,N,No,8
2159,2159,Godfrey,Bottini,Male,1963-10-05,,,High Net Worth,N,Yes,10
2160,2160,Kettie,Cantopher,Female,1971-06-26,Recruiter,Health,Mass Customer,N,Yes,9
2161,2161,Tommie,Mardle,Male,1998-01-14,,Financial Services,Mass Customer,N,No,6
2162,2162,Andrew,Blunt,Male,1974-05-09,Paralegal,Financial Services,High Net Worth,N,Yes,6
2163,2163,Tim,Guilliatt,Male,1996-12-25,VP Product Management,,Mass Customer,N,Yes,8
2164,2164,Toinette,Clementson,Female,1973-08-16,Financial Analyst,Financial Services,Mass Customer,N,Yes,5
2165,2165,Marlie,Teesdale,U,,Civil Engineer,Manufacturing,Affluent Customer,N,No,4
2166,2166,Mareah,Woodnutt,Female,1984-11-09,Nurse,Property,Mass Customer,N,No,12
2167,2167,Laina,Semorad,Female,1997-07-11,Librarian,Entertainment,Mass Customer,N,No,9
2168,2168,Levon,Woollard,Male,1974-11-16,VP Accounting,Financial Services,Mass Customer,N,Yes,10
2169,2169,Jarrad,Atwell,Male,1979-02-28,Senior Financial Analyst,Financial Services,Mass Customer,N,No,2
2170,2170,Dewitt,Laight,Male,1963-04-27,Geological Engineer,Manufacturing,Affluent Customer,N,No,6
2171,2171,Laryssa,Maes,Female,1970-02-10,Pharmacist,Health,High Net Worth,N,No,8
2172,2172,Emmery,Angrock,Male,1979-01-05,Information Systems Manager,Health,Affluent Customer,N,Yes,5
2173,2173,Gracia,McAteer,Female,1976-09-21,Help Desk Technician,IT,Mass Customer,N,Yes,7
2174,2174,Rock,Vickerstaff,Male,1962-09-21,Account Executive,Argiculture,High Net Worth,N,No,8
2175,2175,Elvyn,Bullas,Male,1985-11-01,Web Developer III,Health,Mass Customer,N,No,10
2176,2176,Josie,Gallemore,Female,1962-11-09,Accountant II,Property,High Net Worth,N,Yes,10
2177,2177,Waverly,Creebo,Male,1977-10-08,Social Worker,Health,Mass Customer,N,No,11
2178,2178,Veriee,Colthard,Female,1954-03-18,Mechanical Systems Engineer,Retail,Mass Customer,N,No,7
2179,2179,Benson,cornhill,Male,1960-08-20,Desktop Support Technician,Manufacturing,Mass Customer,N,No,4
2180,2180,Urbanus,Trevaskus,Male,1960-01-11,Chief Design Engineer,,High Net Worth,N,Yes,8
2181,2181,Tobe,Roxby,Male,1974-07-17,Account Executive,IT,Mass Customer,N,Yes,7
2182,2182,Symon,Minchin,Male,1967-04-23,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,9
2183,2183,Jillie,Fyndon,Female,1972-02-07,Programmer Analyst IV,Manufacturing,Mass Customer,N,Yes,9
2184,2184,Lamar,Gladman,Male,1971-12-05,Statistician III,Health,Mass Customer,N,No,9
2185,2185,Gayle,Gridley,Female,1963-10-15,Human Resources Assistant II,Property,Mass Customer,N,No,8
2186,2186,Carolina,Sexty,Female,1963-03-18,Clinical Specialist,Health,High Net Worth,N,No,3
2187,2187,Brunhilde,Kendall,Female,1997-12-27,Budget/Accounting Analyst I,Health,Mass Customer,N,No,11
2188,2188,Zonnya,Fayter,Female,1972-04-03,Nurse Practicioner,,Mass Customer,N,No,1
2189,2189,Thedric,,Male,1998-02-25,Safety Technician II,Financial Services,High Net Worth,N,No,4
2190,2190,Maressa,Kondrachenko,Female,1979-04-17,,IT,Affluent Customer,N,No,11
2191,2191,Alley,Fitchell,Male,1976-05-11,Payment Adjustment Coordinator,,Mass Customer,N,Yes,10
2192,2192,Hubie,Leipold,Male,1966-08-27,Staff Accountant II,,Mass Customer,N,No,7
2193,2193,Roldan,Carrington,Male,1955-12-16,Developer III,,Mass Customer,N,Yes,4
2194,2194,Johnette,O'Fergus,Female,1958-09-10,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,6
2195,2195,Nevsa,Taill,Female,1987-05-02,GIS Technical Architect,Financial Services,Affluent Customer,N,Yes,4
2196,2196,Skylar,Brise,Male,1976-06-08,Media Manager I,Retail,High Net Worth,N,Yes,5
2197,2197,Filip,Willows,Male,1993-09-16,Programmer Analyst I,Financial Services,Mass Customer,N,No,7
2198,2198,Marijn,Arnoll,Male,1998-01-10,Editor,Property,Affluent Customer,N,Yes,11
2199,2199,Leigha,Ranger,Female,1983-02-09,Account Coordinator,Property,High Net Worth,N,Yes,10
2200,2200,Teodoor,Lovelace,Male,1986-07-13,Community Outreach Specialist,,Affluent Customer,N,Yes,9
2201,2201,Trisha,Basset,Female,1998-12-12,Design Engineer,Financial Services,Affluent Customer,N,Yes,8
2202,2202,Diannne,Neissen,Female,1977-08-19,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,5
2203,2203,Ganny,Alessandrelli,Male,1998-12-23,Sales Associate,Health,High Net Worth,N,Yes,8
2204,2204,Kacie,Barthram,Female,1967-09-07,Librarian,Entertainment,High Net Worth,N,No,7
2205,2205,Birk,Elphey,U,,Accounting Assistant III,IT,Mass Customer,N,No,8
2206,2206,Osmond,McCamish,Male,1957-05-25,Structural Engineer,Financial Services,Affluent Customer,N,No,5
2207,2207,Junia,Gall,Female,1979-01-26,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10
2208,2208,Lavena,Embling,Female,1954-05-07,,,Mass Customer,N,No,7
2209,2209,Rriocard,Gavan,Male,1993-08-04,Registered Nurse,Health,Affluent Customer,N,Yes,9
2210,2210,Kirby,Cameron,Male,1985-11-24,Registered Nurse,Health,High Net Worth,N,No,8
2211,2211,Carmelita,Matuskiewicz,Female,1975-08-27,,Manufacturing,Mass Customer,N,Yes,6
2212,2212,Adrianne,Raoux,Female,1974-05-13,Technical Writer,Manufacturing,Affluent Customer,N,Yes,7
2213,2213,Jesse,Leyshon,Female,1996-05-07,Legal Assistant,,Affluent Customer,N,Yes,2
2214,2214,Farlay,Plevey,Male,1957-03-26,,Manufacturing,High Net Worth,N,Yes,1
2215,2215,Viola,Wadhams,Female,1971-02-20,Structural Engineer,Financial Services,Mass Customer,N,Yes,9
2216,2216,Clarinda,Woffinden,Female,1962-01-02,Systems Administrator II,Property,High Net Worth,N,Yes,9
2217,2217,Kristofor,Juris,Male,1981-10-17,Paralegal,Financial Services,Mass Customer,N,No,5
2218,2218,Madelena,Blincoe,Female,1992-05-27,Senior Sales Associate,Health,Affluent Customer,N,No,6
2219,2219,Ansel,Napier,Male,1982-03-01,Senior Quality Engineer,,High Net Worth,N,Yes,5
2220,2220,Curr,Jancey,Male,1959-05-13,Legal Assistant,Financial Services,Mass Customer,N,Yes,6
2221,2221,Tye,Scottini,Male,1995-11-07,General Manager,Argiculture,Affluent Customer,N,No,4
2222,2222,Caroline,Grabban,Female,1974-08-26,Professor,Financial Services,Mass Customer,N,No,8
2223,2223,Sarita,Georgiev,Female,1981-01-29,Professor,Health,Mass Customer,N,No,7
2224,2224,Sydel,Seccombe,Female,1998-08-18,Budget/Accounting Analyst III,Retail,High Net Worth,N,Yes,3
2225,2225,Christina,Easum,Female,1988-04-02,Occupational Therapist,Health,Affluent Customer,N,No,8
2226,2226,Hedvig,Flatt,Female,1955-07-22,Biostatistician II,Entertainment,Mass Customer,N,No,8
2227,2227,Duff,Kemble,Male,1976-07-16,Systems Administrator I,Property,Affluent Customer,N,Yes,8
2228,2228,Rosita,Soppeth,Female,1956-03-09,Geological Engineer,Manufacturing,High Net Worth,N,No,1
2229,2229,Linette,Gotmann,Female,1959-04-10,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9
2230,2230,Gertruda,Shrimpling,Female,1977-12-22,,,Mass Customer,N,No,12
2231,2231,Rasla,Landreth,Female,1959-09-25,Accounting Assistant II,,Mass Customer,N,No,5
2232,2232,Nev,Malone,Male,1990-05-07,Help Desk Technician,,Mass Customer,N,Yes,5
2233,2233,Cassi,Killingworth,Female,1973-09-04,Sales Associate,,Mass Customer,N,Yes,7
2234,2234,Dylan,Hanvey,Male,1986-09-09,Electrical Engineer,Manufacturing,Mass Customer,N,No,9
2235,2235,Maxine,Cauldwell,Female,1979-10-02,Social Worker,Health,Affluent Customer,N,No,1
2236,2236,Arin,Crickmoor,Male,1968-04-16,Data Coordiator,Manufacturing,Affluent Customer,N,Yes,7
2237,2237,Julia,Walden,Female,1969-06-26,,,Mass Customer,N,Yes,6
2238,2238,Nata,Plinck,Female,1978-09-14,Director of Sales,Retail,Mass Customer,N,Yes,9
2239,2239,Jocelyne,Pasquale,Female,1960-01-11,Associate Professor,Property,High Net Worth,N,Yes,8
2240,2240,Niall,Hallifax,Male,1969-07-25,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,10
2241,2241,Augy,Jerrems,Male,1975-02-23,Paralegal,Financial Services,High Net Worth,N,No,1
2242,2242,Elsy,Springell,Female,1977-09-24,VP Sales,,Mass Customer,N,Yes,7
2243,2243,Lena,Cronshaw,Female,1976-08-28,Business Systems Development Analyst,,Affluent Customer,N,Yes,12
2244,2244,Sidney,Cargon,Male,1972-05-10,Software Test Engineer III,Manufacturing,Mass Customer,N,No,12
2245,2245,Elsinore,Banbrook,Female,1980-04-21,Marketing Manager,Argiculture,Mass Customer,N,No,9
2246,2246,Giraldo,Lacer,Male,1979-01-24,Database Administrator III,,Mass Customer,N,Yes,1
2247,2247,Gweneth,Wilkins,Female,1995-01-20,Teacher,Retail,High Net Worth,N,Yes,3
2248,2248,Helsa,Grandisson,Female,1996-05-23,Software Engineer I,Manufacturing,Mass Customer,N,No,7
2249,2249,Kiele,Caghan,Female,1996-11-11,,Financial Services,Mass Customer,N,No,10
2250,2250,De witt,Gleave,Male,1992-06-26,,Telecommunications,High Net Worth,N,No,8
2251,2251,Leslie,Shotboult,Male,1959-08-19,,Property,High Net Worth,N,No,1
2252,2252,Darcey,Annis,U,,Teacher,IT,High Net Worth,N,Yes,9
2253,2253,Gracie,Kubacki,Female,1959-02-08,Office Assistant I,Manufacturing,Affluent Customer,N,Yes,11
2254,2254,Ann,Beek,Female,1955-10-21,Programmer Analyst II,Health,Affluent Customer,N,No,11
2255,2255,Iorgo,Krol,Male,1992-07-11,Dental Hygienist,Health,Affluent Customer,N,Yes,5
2256,2256,Mara,Rosterne,Female,1978-02-26,Marketing Manager,Retail,Mass Customer,N,No,8
2257,2257,Siward,Corradino,Male,1977-10-13,Librarian,Entertainment,Mass Customer,N,No,11
2258,2258,Cathy,Powter,Female,1974-03-21,Account Executive,Retail,High Net Worth,N,No,8
2259,2259,Leanora,Calbert,Female,1999-07-02,Environmental Specialist,,Affluent Customer,N,No,4
2260,2260,Jarad,Barthropp,Male,1967-02-09,Administrative Assistant IV,Argiculture,High Net Worth,N,No,6
2261,2261,Gerome,Monshall,Male,1980-09-21,Account Representative II,Health,Mass Customer,N,Yes,8
2262,2262,Nyssa,Banister,Female,1984-04-21,Pharmacist,Health,Mass Customer,N,Yes,6
2263,2263,Lois,Sorel,Female,1987-02-06,Professor,Argiculture,Mass Customer,N,Yes,10
2264,2264,Tony,Shirley,Female,1972-07-17,Occupational Therapist,Health,Affluent Customer,N,No,8
2265,2265,Brendan,Vicent,Male,1980-07-29,,Property,Mass Customer,N,Yes,3
2266,2266,Jeth,Tomes,Male,1998-10-11,,Retail,High Net Worth,N,No,10
2267,2267,Andrei,Mulchrone,Female,1964-04-28,Business Systems Development Analyst,,Affluent Customer,N,No,8
2268,2268,Wilhelmina,Gothup,Female,1965-10-07,Pharmacist,Health,Mass Customer,N,No,4
2269,2269,Beitris,Lamy,Female,1989-11-11,Product Engineer,,Mass Customer,N,No,12
2270,2270,Augustus,Edleston,Male,1966-09-28,Information Systems Manager,Retail,Affluent Customer,N,No,10
2271,2271,King,Hoston,Male,1974-03-26,,Telecommunications,Mass Customer,N,Yes,2
2272,2272,Grete,Hindenburg,Female,1994-12-21,Internal Auditor,Manufacturing,Mass Customer,N,No,10
2273,2273,Rhetta,Lambrook,Female,1964-08-04,Assistant Professor,,Mass Customer,N,Yes,4
2274,2274,Nada,Reinert,Female,1979-11-26,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,4
2275,2275,Ursulina,Carter,Female,1992-07-19,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,9
2276,2276,Stormy,Caveney,Female,1985-10-06,Desktop Support Technician,,Mass Customer,N,Yes,1
2277,2277,Gillie,Ruben,Female,1963-08-22,Cost Accountant,Financial Services,High Net Worth,N,Yes,1
2278,2278,Gerri,Heliet,Male,1977-09-25,Product Engineer,Health,Affluent Customer,N,Yes,4
2279,2279,Garrett,Szymon,Male,1979-03-19,Human Resources Assistant II,Health,Mass Customer,N,No,2
2280,2280,Wrennie,Alexandersson,Female,1960-11-18,Budget/Accounting Analyst I,,Mass Customer,N,No,1
2281,2281,Valaria,Abrehart,Female,1989-05-10,,,High Net Worth,N,Yes,6
2282,2282,Dominic,Gregoletti,Male,1957-02-25,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,3
2283,2283,Gaspar,Janaway,Male,1954-02-08,Software Consultant,,High Net Worth,N,No,7
2284,2284,Ola,Lenoir,Female,1974-02-16,Staff Accountant IV,Telecommunications,High Net Worth,N,No,1
2285,2285,Maritsa,Bellison,Female,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,No,1
2286,2286,Katuscha,Sapsed,Female,1995-06-02,Staff Scientist,Manufacturing,High Net Worth,N,No,3
2287,2287,Gisela,Partener,Female,1974-04-22,Human Resources Assistant I,Telecommunications,High Net Worth,N,No,1
2288,2288,Cirillo,Hook,Male,1964-05-04,Staff Scientist,Manufacturing,High Net Worth,N,No,9
2289,2289,Kissie,Steanson,Female,1980-09-25,Research Nurse,Health,Affluent Customer,N,Yes,1
2290,2290,Myca,Standley,Male,1981-03-10,Account Executive,Manufacturing,Mass Customer,N,Yes,5
2291,2291,Guido,Meynell,Male,1971-04-13,Accountant IV,Manufacturing,Affluent Customer,N,Yes,12
2292,2292,Christie,MacClure,Female,1998-06-02,Research Nurse,Health,Mass Customer,N,Yes,9
2293,2293,Engracia,Newcom,Female,1958-03-07,Financial Advisor,Financial Services,Affluent Customer,N,No,10
2294,2294,Skipton,Cordie,Male,1987-06-16,Associate Professor,Manufacturing,Mass Customer,N,No,4
2295,2295,Farris,Hazelby,U,,Internal Auditor,IT,Mass Customer,N,Yes,10
2296,2296,Nathalia,Sanger,Female,2002-01-01,Geologist IV,Retail,Affluent Customer,N,No,8
2297,2297,Pauletta,Taffee,Female,1971-11-27,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,10
2298,2298,Brigham,Vyse,Male,1997-10-28,Environmental Tech,Property,Mass Customer,N,Yes,8
2299,2299,Mahmoud,Dagworthy,Male,1986-10-21,Computer Systems Analyst I,Property,High Net Worth,N,Yes,12
2300,2300,Cary,Cockerham,Male,1998-09-26,,Financial Services,Mass Customer,N,Yes,8
2301,2301,Ken,Vashchenko,Male,1966-10-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10
2302,2302,Loraine,Beamish,Female,1999-01-09,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,9
2303,2303,Alair,Combe,Male,1993-04-13,Database Administrator IV,Retail,Mass Customer,N,Yes,8
2304,2304,Shelia,Bellew,Female,1957-06-01,,,Mass Customer,N,Yes,9
2305,2305,Aeriell,Greeding,Female,1984-07-09,Chief Design Engineer,Financial Services,Affluent Customer,N,Yes,5
2306,2306,Hilary,Tregunna,Female,1960-04-19,Paralegal,Financial Services,High Net Worth,N,Yes,12
2307,2307,Corina,Shadwick,Female,1978-06-28,Desktop Support Technician,Retail,High Net Worth,N,Yes,10
2308,2308,Nancey,Hastie,Female,1963-03-19,Paralegal,Financial Services,Mass Customer,N,Yes,2
2309,2309,Herc,McIlhone,Male,1985-01-13,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,1
2310,2310,Jed,Humpherston,Male,1970-02-10,Executive Secretary,,High Net Worth,N,Yes,3
2311,2311,Addi,,Female,1989-02-15,Design Engineer,Health,Mass Customer,N,No,7
2312,2312,Ronnica,Grebner,Female,1979-08-10,Assistant Manager,Manufacturing,Mass Customer,N,No,6
2313,2313,Christa,Pauley,Female,1966-07-10,Chemical Engineer,Manufacturing,Mass Customer,N,No,9
2314,2314,Ravid,Lapenna,Male,1993-12-22,Registered Nurse,Health,High Net Worth,N,Yes,10
2315,2315,Pernell,MacCheyne,Male,1994-03-01,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,9
2316,2316,Vernen,Bourgaize,Male,1978-03-21,Computer Systems Analyst IV,Financial Services,Affluent Customer,N,Yes,11
2317,2317,Alwin,Cuberley,Male,1976-12-07,Tax Accountant,Health,Mass Customer,N,Yes,3
2318,2318,Willa,Malyan,Female,1988-03-01,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,10
2319,2319,David,Darrigrand,Male,1985-05-03,Librarian,Entertainment,High Net Worth,N,No,7
2320,2320,Kaylyn,Throssell,Female,1965-12-21,Senior Developer,Manufacturing,Affluent Customer,N,No,5
2321,2321,Libbi,Freeberne,Female,1980-03-25,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,8
2322,2322,Hazlett,Rosenschein,Male,1992-05-24,Biostatistician III,Health,Mass Customer,N,Yes,11
2323,2323,Adair,Piser,Male,1988-04-30,Desktop Support Technician,Property,High Net Worth,N,No,10
2324,2324,Jerrold,Robben,Male,1966-08-05,Sales Associate,Manufacturing,Mass Customer,N,Yes,8
2325,2325,Emmett,Whatsize,Male,1964-01-06,Database Administrator IV,Retail,High Net Worth,N,Yes,6
2326,2326,Trev,Boothebie,Male,1966-06-22,Programmer Analyst I,Retail,High Net Worth,N,No,8
2327,2327,Alie,Sowle,Female,1963-04-05,Budget/Accounting Analyst II,,Affluent Customer,N,No,8
2328,2328,Gayler,Shackle,Male,1986-06-03,Dental Hygienist,Health,Mass Customer,N,Yes,6
2329,2329,Donny,Stiven,Female,1957-12-19,Computer Systems Analyst II,IT,Affluent Customer,N,No,10
2330,2330,Claresta,Bonnor,Female,1990-01-17,Account Coordinator,Property,Mass Customer,N,No,10
2331,2331,Marybelle,Antal,Female,1963-04-11,Database Administrator III,Financial Services,Mass Customer,N,Yes,9
2332,2332,Jeff,Goodere,Male,1977-04-20,Developer III,Property,High Net Worth,N,Yes,8
2333,2333,Ives,Adolfson,Male,1966-04-19,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,6
2334,2334,Zebulen,Hefford,Male,1996-03-16,Food Chemist,Health,Affluent Customer,N,No,5
2335,2335,Payton,Sheach,U,,Account Executive,IT,Mass Customer,N,No,10
2336,2336,Karney,Labrone,Male,1978-01-19,Dental Hygienist,Health,Affluent Customer,N,No,7
2337,2337,Odilia,Bick,Female,2000-01-11,Programmer Analyst II,Health,Mass Customer,N,No,9
2338,2338,Clarie,Hackworth,Female,1986-11-28,Programmer Analyst IV,Manufacturing,Mass Customer,N,No,9
2339,2339,Damien,Haddeston,Male,1958-12-28,Web Designer II,Property,Affluent Customer,N,Yes,5
2340,2340,Joachim,Amer,Male,1978-03-29,Research Assistant IV,Health,Mass Customer,N,Yes,10
2341,2341,Caterina,Scedall,U,,Web Designer II,IT,Mass Customer,N,Yes,8
2342,2342,Clara,Jakel,Female,1999-09-17,,,Mass Customer,N,No,12
2343,2343,Wilhelm,Corteis,Male,1959-03-24,Nurse Practicioner,Argiculture,High Net Worth,N,Yes,12
2344,2344,Wat,Robelin,Male,1993-03-04,Nurse,Financial Services,Mass Customer,N,Yes,8
2345,2345,Arden,Godard,Female,1986-07-15,Systems Administrator I,Retail,Affluent Customer,N,Yes,1
2346,2346,Joey,Scheffler,Male,1979-09-16,Information Systems Manager,,Mass Customer,N,Yes,10
2347,2347,L;urette,Annott,Female,1957-03-04,Programmer Analyst I,,High Net Worth,N,No,10
2348,2348,Keeley,Winslet,Female,1957-11-07,Web Designer IV,Manufacturing,Mass Customer,N,No,10
2349,2349,Julee,Garwell,Female,1979-03-05,Executive Secretary,Telecommunications,High Net Worth,N,No,6
2350,2350,Lorinda,Malpass,Female,1959-03-17,Nurse Practicioner,,Mass Customer,N,Yes,8
2351,2351,Felicity,Beirne,Female,1992-03-15,Assistant Professor,Retail,Affluent Customer,N,Yes,8
2352,2352,Cilka,Dabbes,Female,1971-10-22,Statistician II,,Mass Customer,N,Yes,7
2353,2353,Lyn,Luquet,Male,1978-12-27,Health Coach IV,Health,Affluent Customer,N,Yes,12
2354,2354,Tammie,Fisbey,Female,1958-12-19,Product Engineer,Retail,Mass Customer,N,No,2
2355,2355,Shaughn,,Male,1993-12-19,Operator,Manufacturing,Mass Customer,N,Yes,3
2356,2356,Arluene,Manchester,Female,1994-12-17,Geological Engineer,Manufacturing,Affluent Customer,N,No,10
2357,2357,Lisette,Mingardi,Female,1962-10-15,Civil Engineer,Manufacturing,Mass Customer,N,No,7
2358,2358,Ave,Peatt,Male,1959-05-01,Senior Sales Associate,Retail,High Net Worth,N,Yes,9
2359,2359,Merlina,Bream,Female,1986-03-25,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,9
2360,2360,Karleen,McGenn,Female,1974-11-03,VP Accounting,Financial Services,High Net Worth,N,Yes,9
2361,2361,Jeannette,Cerman,Female,1954-11-28,Help Desk Operator,,High Net Worth,N,Yes,6
2362,2362,Herbie,Machans,Male,1972-06-05,Developer II,Financial Services,Affluent Customer,N,Yes,9
2363,2363,Bobby,Farmiloe,Male,1983-12-30,Nurse,Entertainment,Mass Customer,N,Yes,10
2364,2364,Fielding,Linklater,Male,1995-09-22,Speech Pathologist,,Mass Customer,N,Yes,5
2365,2365,Lauretta,Furmonger,Female,1998-10-18,Structural Analysis Engineer,Argiculture,Mass Customer,N,Yes,5
2366,2366,Idette,Mapam,Female,1975-06-15,Web Designer I,Health,Mass Customer,N,Yes,10
2367,2367,Lorne,Sabin,Male,1957-05-22,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,10
2368,2368,Rowe,Losbie,Female,1993-01-22,Chemical Engineer,Manufacturing,Mass Customer,N,No,12
2369,2369,Averyl,Gosz,Female,1996-10-28,Financial Analyst,Financial Services,Mass Customer,N,Yes,7
2370,2370,Juliane,Calltone,Female,1996-03-19,Analyst Programmer,Property,High Net Worth,N,No,9
2371,2371,Rory,Lokier,Female,1966-11-18,Staff Scientist,Manufacturing,High Net Worth,N,Yes,8
2372,2372,Jim,Shoppee,Male,1977-09-10,Clinical Specialist,Health,Affluent Customer,N,No,9
2373,2373,Cordy,Readshall,Female,1982-05-22,Structural Engineer,Manufacturing,High Net Worth,N,Yes,11
2374,2374,Dolf,Baudichon,Male,1993-06-15,Design Engineer,Financial Services,Mass Customer,N,No,10
2375,2375,Alika,Milbourne,Female,1987-03-17,Sales Representative,Retail,Affluent Customer,N,No,10
2376,2376,Eada,Narbett,Female,1958-10-23,Community Outreach Specialist,,High Net Worth,N,Yes,10
2377,2377,Kristien,Dunne,Female,1998-10-02,Analog Circuit Design manager,IT,High Net Worth,N,No,9
2378,2378,Aggi,Farncombe,Female,1994-04-25,Research Assistant II,Manufacturing,Affluent Customer,N,No,8
2379,2379,Trixie,Piscopiello,Female,1981-05-05,Occupational Therapist,Health,Affluent Customer,N,Yes,9
2380,2380,Merissa,Milella,Female,1956-04-09,Technical Writer,Retail,Mass Customer,N,Yes,9
2381,2381,Dulsea,Pladen,Female,1973-02-12,Programmer I,Argiculture,Affluent Customer,N,Yes,7
2382,2382,Turner,Huggens,Male,1971-07-05,Accounting Assistant III,Retail,Mass Customer,N,Yes,9
2383,2383,Zaria,Eberz,Female,1978-09-15,Compensation Analyst,Financial Services,Mass Customer,N,No,11
2384,2384,Garey,Letrange,Male,1961-07-16,Operator,Health,High Net Worth,N,Yes,8
2385,2385,Gaultiero,Lissenden,Male,1958-12-17,Dental Hygienist,Health,Mass Customer,N,No,8
2386,2386,Adrianne,Lowerson,Female,1997-07-06,Compensation Analyst,Financial Services,Mass Customer,N,No,7
2387,2387,Roy,Jone,Male,1977-08-30,Nurse,,High Net Worth,N,Yes,7
2388,2388,Quincy,Weben,Male,1997-05-28,Cost Accountant,Financial Services,Mass Customer,N,No,6
2389,2389,Sibyl,Gudge,Male,1973-12-28,Desktop Support Technician,Retail,High Net Worth,N,No,7
2390,2390,Tonya,Nealand,Female,1964-05-06,Legal Assistant,Property,Mass Customer,N,No,7
2391,2391,Corny,Millott,Female,1961-04-22,Nurse Practicioner,Health,Mass Customer,N,No,5
2392,2392,Isadora,Gronaller,Female,2001-01-11,Marketing Assistant,Manufacturing,Affluent Customer,N,No,7
